# wavelength (microns), beta, x (microns), y (microns)
1.3072,10.4000,27954.0000,554.0202
1.3081,10.4000,27936.0000,553.8978
1.3091,10.4000,27918.0000,553.7790
1.3101,10.4000,27900.0000,553.6638
1.3110,10.4000,27882.0000,553.5504
1.3120,10.4000,27864.0000,553.4406
1.3130,10.4000,27846.0000,553.3326
1.3139,10.4000,27828.0000,553.2264
1.3149,10.4000,27810.0000,553.1238
1.3159,10.4000,27792.0000,553.0230
1.3168,10.4000,27774.0000,552.9240
1.3178,10.4000,27756.0000,552.8304
1.3188,10.4000,27738.0000,552.7368
1.3198,10.4000,27720.0000,552.6468
1.3207,10.4000,27702.0000,552.5586
1.3217,10.4000,27684.0000,552.4722
1.3227,10.4000,27666.0000,552.3894
1.3236,10.4000,27648.0000,552.3084
1.3246,10.4000,27630.0000,552.2310
1.3256,10.4000,27612.0000,552.1554
1.3266,10.4000,27594.0000,552.0816
1.3275,10.4000,27576.0000,552.0114
1.3285,10.4000,27558.0000,551.9430
1.3295,10.4000,27540.0000,551.8764
1.3304,10.4000,27522.0000,551.8134
1.3314,10.4000,27504.0000,551.7522
1.3324,10.4000,27486.0000,551.6928
1.3333,10.4000,27468.0000,551.6370
1.3343,10.4000,27450.0000,551.5830
1.3353,10.4000,27432.0000,551.5308
1.3362,10.4000,27414.0000,551.4822
1.3372,10.4000,27396.0000,551.4354
1.3382,10.4000,27378.0000,551.3904
1.3392,10.4000,27360.0000,551.3490
1.3401,10.4000,27342.0000,551.3076
1.3411,10.4000,27324.0000,551.2698
1.3421,10.4000,27306.0000,551.2356
1.3430,10.4000,27288.0000,551.2014
1.3440,10.4000,27270.0000,551.1708
1.3450,10.4000,27252.0000,551.1420
1.3459,10.4000,27234.0000,551.1168
1.3469,10.4000,27216.0000,551.0934
1.3479,10.4000,27198.0000,551.0718
1.3489,10.4000,27180.0000,551.0520
1.3498,10.4000,27162.0000,551.0340
1.3508,10.4000,27144.0000,551.0196
1.3518,10.4000,27126.0000,551.0070
1.3527,10.4000,27108.0000,550.9962
1.3537,10.4000,27090.0000,550.9872
1.3547,10.4000,27072.0000,550.9818
1.3557,10.4000,27054.0000,550.9782
