# wavelength (microns), beta, x (microns), y (microns)
1.3370,0.0000,37787.4375,0.0000
1.3385,0.0000,37830.1914,0.0000
1.3400,0.0000,37872.9453,0.0000
1.3415,0.0000,37915.6992,0.0000
1.3430,0.0000,37958.4609,0.0000
1.3445,0.0000,38001.2188,0.0000
1.3460,0.0000,38043.9766,0.0000
1.3475,0.0000,38086.7383,0.0000
1.3490,0.0000,38129.5000,0.0000
1.3505,0.0000,38172.2656,0.0000
1.3520,0.0000,38215.0312,0.0000
1.3535,0.0000,38257.8047,0.0000
1.3550,0.0000,38300.5703,0.0000
1.3565,0.0000,38343.3438,0.0000
1.3580,0.0000,38386.1172,0.0000
1.3595,0.0000,38428.8867,0.0000
1.3610,0.0000,38471.6641,0.0000
1.3625,0.0000,38514.4414,0.0000
1.3640,0.0000,38557.2227,0.0000
1.3655,0.0000,38600.0000,0.0000
1.3670,0.0000,38642.7773,0.0000
1.3685,0.0000,38685.5625,0.0000
1.3700,0.0000,38728.3438,0.0000
1.3715,0.0000,38771.1328,0.0000
1.3730,0.0000,38813.9180,0.0000
1.3745,0.0000,38856.7109,0.0000
1.3760,0.0000,38899.5000,0.0000
1.3775,0.0000,38942.2891,0.0000
1.3790,0.0000,38985.0820,0.0000
1.3805,0.0000,39027.8750,0.0000
1.3820,0.0000,39070.6719,0.0000
1.3835,0.0000,39113.4727,0.0000
1.3850,0.0000,39156.2695,0.0000
1.3865,0.0000,39199.0742,0.0000
1.3880,0.0000,39241.8750,0.0000
1.3895,0.0000,39284.6797,0.0000
1.3910,0.0000,39327.4805,0.0000
1.3925,0.0000,39370.2891,0.0000
1.3940,0.0000,39413.0977,0.0000
1.3955,0.0000,39455.9023,0.0000
1.3970,0.0000,39498.7148,0.0000
1.3985,0.0000,39541.5273,0.0000
1.4000,0.0000,39584.3438,0.0000
1.4015,0.0000,39627.1562,0.0000
1.4030,0.0000,39669.9766,0.0000
1.4045,0.0000,39712.7930,0.0000
1.4060,0.0000,39755.6133,0.0000
1.4075,0.0000,39798.4375,0.0000
1.4090,0.0000,39841.2578,0.0000
1.4105,0.0000,39884.0898,0.0000
1.4120,0.0000,39926.9102,0.0000
1.4135,0.0000,39969.7383,0.0000
1.4150,0.0000,40012.5664,0.0000
1.4165,0.0000,40055.3984,0.0000
1.4180,0.0000,40098.2305,0.0000
1.4195,0.0000,40141.0625,0.0000
1.4210,0.0000,40183.9023,0.0000
1.4225,0.0000,40226.7383,0.0000
1.4240,0.0000,40269.5781,0.0000
1.4255,0.0000,40312.4180,0.0000
1.4270,0.0000,40355.2578,0.0000
1.4285,0.0000,40398.1055,0.0000
1.4300,0.0000,40440.9453,0.0000
1.4315,0.0000,40483.7930,0.0000
1.4330,0.0000,40526.6406,0.0000
1.4345,0.0000,40569.4922,0.0000
1.4360,0.0000,40612.3438,0.0000
1.4375,0.0000,40655.1953,0.0000
1.4390,0.0000,40698.0469,0.0000
1.4405,0.0000,40740.9062,0.0000
1.4420,0.0000,40783.7656,0.0000
1.4435,0.0000,40826.6172,0.0000
1.4450,0.0000,40869.4844,0.0000
1.4465,0.0000,40912.3438,0.0000
1.4480,0.0000,40955.2070,0.0000
1.4495,0.0000,40998.0703,0.0000
1.4510,0.0000,41040.9375,0.0000
1.4525,0.0000,41083.8086,0.0000
1.4540,0.0000,41126.6836,0.0000
1.4555,0.0000,41169.5508,0.0000
1.4570,0.0000,41212.4219,0.0000
1.4585,0.0000,41255.3008,0.0000
1.4600,0.0000,41298.1758,0.0000
1.4615,0.0000,41341.0547,0.0000
1.4630,0.0000,41383.9375,0.0000
1.4645,0.0000,41426.8125,0.0000
1.4660,0.0000,41469.6953,0.0000
1.4675,0.0000,41512.5781,0.0000
1.4690,0.0000,41555.4648,0.0000
1.4705,0.0000,41598.3555,0.0000
1.4720,0.0000,41641.2461,0.0000
1.4735,0.0000,41684.1367,0.0000
1.4750,0.0000,41727.0273,0.0000
1.4765,0.0000,41769.9258,0.0000
1.4780,0.0000,41812.8164,0.0000
1.4795,0.0000,41855.7188,0.0000
1.4810,0.0000,41898.6172,0.0000
