# wavelength (microns), beta, x (microns), y (microns)
3.0740,0.0000,3656.3440,0.0000
3.0795,0.0000,3663.8784,0.0000
3.0850,0.0000,3671.4258,0.0000
3.0905,0.0000,3678.9858,0.0000
3.0960,0.0000,3686.5591,0.0000
3.1015,0.0000,3694.1450,0.0000
3.1070,0.0000,3701.7441,0.0000
3.1125,0.0000,3709.3560,0.0000
3.1180,0.0000,3716.9810,0.0000
3.1235,0.0000,3724.6191,0.0000
3.1290,0.0000,3732.2700,0.0000
3.1345,0.0000,3739.9341,0.0000
3.1400,0.0000,3747.6108,0.0000
3.1455,0.0000,3755.3008,0.0000
3.1510,0.0000,3763.0039,0.0000
3.1565,0.0000,3770.7197,0.0000
3.1620,0.0000,3778.4487,0.0000
3.1675,0.0000,3786.1909,0.0000
3.1730,0.0000,3793.9458,0.0000
3.1785,0.0000,3801.7139,0.0000
3.1840,0.0000,3809.4954,0.0000
3.1895,0.0000,3817.2896,0.0000
3.1950,0.0000,3825.0969,0.0000
3.2005,0.0000,3832.9175,0.0000
3.2060,0.0000,3840.7510,0.0000
3.2115,0.0000,3848.5979,0.0000
3.2170,0.0000,3856.4578,0.0000
3.2225,0.0000,3864.3306,0.0000
3.2280,0.0000,3872.2166,0.0000
3.2335,0.0000,3880.1160,0.0000
3.2390,0.0000,3888.0283,0.0000
3.2445,0.0000,3895.9539,0.0000
3.2500,0.0000,3903.8926,0.0000
3.2555,0.0000,3911.8445,0.0000
3.2610,0.0000,3919.8096,0.0000
3.2665,0.0000,3927.7878,0.0000
3.2720,0.0000,3935.7793,0.0000
3.2775,0.0000,3943.7839,0.0000
3.2830,0.0000,3951.8020,0.0000
3.2885,0.0000,3959.8330,0.0000
3.2940,0.0000,3967.8772,0.0000
3.2995,0.0000,3975.9348,0.0000
3.3050,0.0000,3984.0056,0.0000
3.3105,0.0000,3992.0896,0.0000
3.3160,0.0000,4000.1873,0.0000
3.3215,0.0000,4008.2979,0.0000
3.3270,0.0000,4016.4216,0.0000
3.3325,0.0000,4024.5591,0.0000
3.3380,0.0000,4032.7095,0.0000
3.3435,0.0000,4040.8730,0.0000
3.3490,0.0000,4049.0503,0.0000
3.3545,0.0000,4057.2405,0.0000
3.3600,0.0000,4065.4441,0.0000
3.3655,0.0000,4073.6611,0.0000
3.3710,0.0000,4081.8916,0.0000
3.3765,0.0000,4090.1353,0.0000
3.3820,0.0000,4098.3921,0.0000
3.3875,0.0000,4106.6626,0.0000
3.3930,0.0000,4114.9463,0.0000
3.3985,0.0000,4123.2432,0.0000
3.4040,0.0000,4131.5537,0.0000
3.4095,0.0000,4139.8774,0.0000
3.4150,0.0000,4148.2148,0.0000
3.4205,0.0000,4156.5654,0.0000
3.4260,0.0000,4164.9292,0.0000
3.4315,0.0000,4173.3066,0.0000
3.4370,0.0000,4181.6978,0.0000
3.4425,0.0000,4190.1021,0.0000
3.4480,0.0000,4198.5195,0.0000
3.4535,0.0000,4206.9512,0.0000
3.4590,0.0000,4215.3955,0.0000
3.4645,0.0000,4223.8535,0.0000
3.4700,0.0000,4232.3252,0.0000
3.4755,0.0000,4240.8101,0.0000
3.4810,0.0000,4249.3086,0.0000
3.4865,0.0000,4257.8208,0.0000
3.4920,0.0000,4266.3462,0.0000
3.4975,0.0000,4274.8853,0.0000
3.5030,0.0000,4283.4380,0.0000
3.5085,0.0000,4292.0034,0.0000
3.5140,0.0000,4300.5830,0.0000
3.5195,0.0000,4309.1758,0.0000
3.5250,0.0000,4317.7822,0.0000
3.5305,0.0000,4326.4023,0.0000
3.5360,0.0000,4335.0361,0.0000
3.5415,0.0000,4343.6831,0.0000
3.5470,0.0000,4352.3433,0.0000
3.5525,0.0000,4361.0176,0.0000
3.5580,0.0000,4369.7056,0.0000
3.5635,0.0000,4378.4067,0.0000
3.5690,0.0000,4387.1216,0.0000
3.5745,0.0000,4395.8501,0.0000
3.5800,0.0000,4404.5923,0.0000
3.5855,0.0000,4413.3481,0.0000
3.5910,0.0000,4422.1172,0.0000
3.5965,0.0000,4430.8999,0.0000
3.6020,0.0000,4439.6968,0.0000
3.6075,0.0000,4448.5068,0.0000
3.6130,0.0000,4457.3306,0.0000
3.6185,0.0000,4466.1685,0.0000
3.6240,0.0000,4475.0195,0.0000
3.6295,0.0000,4483.8843,0.0000
3.6350,0.0000,4492.7627,0.0000
3.6405,0.0000,4501.6548,0.0000
3.6460,0.0000,4510.5605,0.0000
3.6515,0.0000,4519.4800,0.0000
3.6570,0.0000,4528.4131,0.0000
3.6625,0.0000,4537.3594,0.0000
3.6680,0.0000,4546.3198,0.0000
3.6735,0.0000,4555.2939,0.0000
3.6790,0.0000,4564.2822,0.0000
3.6845,0.0000,4573.2837,0.0000
3.6900,0.0000,4582.2988,0.0000
3.6955,0.0000,4591.3276,0.0000
3.7010,0.0000,4600.3706,0.0000
3.7065,0.0000,4609.4272,0.0000
3.7120,0.0000,4618.4976,0.0000
3.7175,0.0000,4627.5815,0.0000
3.7230,0.0000,4636.6792,0.0000
3.7285,0.0000,4645.7910,0.0000
3.7340,0.0000,4654.9160,0.0000
3.7395,0.0000,4664.0552,0.0000
3.7450,0.0000,4673.2075,0.0000
3.7505,0.0000,4682.3745,0.0000
3.7560,0.0000,4691.5547,0.0000
3.7615,0.0000,4700.7490,0.0000
3.7670,0.0000,4709.9570,0.0000
3.7725,0.0000,4719.1787,0.0000
3.7780,0.0000,4728.4146,0.0000
3.7835,0.0000,4737.6641,0.0000
3.7890,0.0000,4746.9272,0.0000
3.7945,0.0000,4756.2041,0.0000
